Date,Asset_Name,Asset_Class,Transaction_Type,Exchange,Quantity,Price_Per_Unit,Total_Value,Realized_Profit
2026-02-04,ITC,Stock,Sell,NSE,110.0,420.49,46253.9,9660.59
2026-02-04,Reliance Industries,Stock,Sell,NSE,167.0,2638.48,440626.16,-23876.88
2026-02-05,Tata Motors,Stock,Buy,NSE,96.0,985.11,94570.56,0.0
2026-02-05,Reliance Industries,Stock,Sell,NSE,424.0,2981.88,1264317.12,10401.28
2026-02-07,TCS,Stock,Buy,NSE,45.0,3051.21,137304.45,0.0
2026-02-07,Infosys,Stock,Sell,NSE,90.0,1340.03,120602.7,8246.22
2026-02-07,Bitcoin,Cryptocurrency,Sell,Binance,0.7188,55808.81,40115.37,10374.23
2026-02-07,Infosys,Stock,Buy,NSE,6.0,1629.46,9776.76,0.0
2026-02-08,Bitcoin,Cryptocurrency,Sell,Binance,1.4885,50265.57,74820.3,409.44
2026-02-09,TCS,Stock,Buy,NSE,188.0,4017.9,755365.2,0.0
2026-02-09,L&T,Stock,Buy,NSE,292.0,3602.2,1051842.4,0.0
2026-02-11,Bitcoin,Cryptocurrency,Buy,Binance,0.7234,42148.19,30490.0,0.0
2026-02-12,SBI,Stock,Buy,NSE,159.0,720.61,114576.99,0.0
2026-02-12,NIFTYBEES,ETF,Sell,NSE,290.0,216.03,62648.7,22711.06
2026-02-14,Reliance Industries,Stock,Sell,NSE,393.0,2720.25,1069058.25,243679.24
2026-02-15,Tata Motors,Stock,Sell,NSE,262.0,638.07,167174.34,-24102.29
2026-02-16,Reliance Industries,Stock,Buy,NSE,125.0,3075.95,384493.75,0.0
2026-02-18,HDFC Bank,Stock,Buy,NSE,188.0,1517.58,285305.04,0.0
2026-02-20,Infosys,Stock,Buy,NSE,407.0,1433.49,583430.43,0.0
2026-02-22,NIFTYBEES,ETF,Sell,NSE,180.0,219.79,39562.2,15182.8
2026-02-23,Ethereum,Cryptocurrency,Sell,Binance,1.6456,1750.34,2880.36,-9.82
2026-02-23,GOLDBEES,ETF,Sell,NSE,247.0,74.43,18384.21,5773.98
2026-02-26,NIFTYBEES,ETF,Sell,NSE,484.0,276.12,133642.08,3699.85
2026-02-27,SBI,Stock,Buy,NSE,226.0,716.38,161901.88,0.0
2026-03-01,L&T,Stock,Buy,NSE,498.0,2407.33,1198850.34,0.0
2026-03-01,HDFC Bank,Stock,Buy,NSE,294.0,1541.25,453127.5,0.0
2026-03-03,Tata Motors,Stock,Sell,NSE,361.0,467.83,168886.63,42141.62
2026-03-05,GOLDBEES,ETF,Sell,NSE,102.0,73.26,7472.52,929.95
2026-03-07,SBI,Stock,Buy,NSE,164.0,555.64,91124.96,0.0
2026-03-07,HDFC Bank,Stock,Sell,NSE,32.0,1495.39,47852.48,-4512.88
2026-03-10,Solana,Cryptocurrency,Buy,Binance,325.84,30.76,10022.84,0.0
2026-03-11,ATOM,Cryptocurrency,Buy,Binance,400.42,12.72,5093.34,0.0
2026-03-11,GOLDBEES,ETF,Sell,NSE,367.0,59.23,21737.41,-2563.6
2026-03-12,Bitcoin,Cryptocurrency,Buy,Binance,2.3882,65253.74,155838.98,0.0
2026-03-13,L&T,Stock,Buy,NSE,416.0,3297.47,1371747.52,0.0
2026-03-15,TCS,Stock,Sell,NSE,290.0,3789.14,1098850.6,-55354.9
2026-03-17,GOLDBEES,ETF,Buy,NSE,474.0,73.33,34758.42,0.0
2026-03-21,TCS,Stock,Buy,NSE,57.0,3026.56,172513.92,0.0
2026-03-24,ATOM,Cryptocurrency,Buy,Binance,96.13,10.97,1054.55,0.0
2026-03-24,Tata Motors,Stock,Sell,NSE,396.0,623.03,246719.88,48920.22
2026-03-25,GOLDBEES,ETF,Sell,NSE,329.0,51.69,17006.01,4825.64
2026-03-25,SBI,Stock,Sell,NSE,428.0,739.53,316518.84,-21441.41
2026-03-26,SBI,Stock,Buy,NSE,70.0,534.16,37391.2,0.0
2026-03-26,L&T,Stock,Buy,NSE,197.0,2982.13,587479.61,0.0
2026-03-26,NIFTYBEES,ETF,Buy,NSE,233.0,260.28,60645.24,0.0
2026-03-27,Infosys,Stock,Buy,NSE,106.0,1797.27,190510.62,0.0
2026-03-28,ATOM,Cryptocurrency,Buy,Binance,298.59,8.01,2391.71,0.0
2026-03-31,ATOM,Cryptocurrency,Buy,Binance,409.33,6.84,2799.82,0.0
2026-03-31,Bitcoin,Cryptocurrency,Buy,Binance,2.4035,59086.3,142013.92,0.0
2026-04-01,L&T,Stock,Buy,NSE,430.0,3400.33,1462141.9,0.0
2026-04-02,ITC,Stock,Buy,NSE,490.0,472.74,231642.6,0.0
2026-04-02,Reliance Industries,Stock,Buy,NSE,113.0,2853.34,322427.42,0.0
2026-04-04,TCS,Stock,Sell,NSE,248.0,3741.94,928001.12,369480.95
2026-04-06,L&T,Stock,Buy,NSE,99.0,2745.18,271772.82,0.0
2026-04-07,Infosys,Stock,Buy,NSE,337.0,1790.67,603455.79,0.0
2026-04-10,Tata Motors,Stock,Sell,NSE,458.0,653.04,299092.32,86228.39
2026-04-10,Bitcoin,Cryptocurrency,Buy,Binance,1.12,41623.07,46617.84,0.0
2026-04-11,Bitcoin,Cryptocurrency,Sell,Binance,0.5939,46629.88,27693.49,-3959.83
2026-04-11,ATOM,Cryptocurrency,Buy,Binance,63.2,9.47,598.5,0.0
2026-04-12,TCS,Stock,Sell,NSE,283.0,3109.36,879948.88,55559.9
2026-04-13,Infosys,Stock,Buy,NSE,400.0,1457.45,582980.0,0.0
